Sample_ID,Location_ID,Basin_ID,Observationtype,Rep_ID_TE,Sampletype,filtersize_mum_TE,sievesize_mumm_TE,Treatment_TE,Method_TE,Discharge m3_s,TSS_mg_L_TE,Rb_ppm,Cs_ppm,Li_ppm,Ba_ppm,Sr_ppm,Th_ppm,U_ppm,Y_ppm,Zr_ppm,Nb_ppm,Hf_ppm,Sc_ppm,Cr_ppm,Co_ppm,V_ppm,Ni_ppm,Pb_ppm,Be_ppm,Au_ppm,Ag_ppm,Pt_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Ge_ppm,As_ppm,Se_ppm,Br_ppm,Cd_ppm,Sn_ppm,Sb_ppm,Te_ppm,I_ppm,B_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hg_ppm,Tl_ppm,Bi_ppm,Mo_ppm,Ta_ppm,W_ppm,SeaCat,Original_Unit,Treatment_ME,Method_ME,Rep_ID_ME,filtersize_mum_ME,sievesize_mumm_ME,Discharge_m3_s,TSS_mg_L_ME,Sand_perc,Silt_perc,Clay_perc,AvgGrainSize_mum,SiO2_wt,Al2O3_wt,Fe2O3T_wt,MnO_wt,CaO_wt,MgO_wt,K2O_wt,Na2O_wt,TiO2_wt,P2O5_org_wt,P2O5_inorg_wt,P2O5_tot_wt,LOI_wt,SO3_wt,N_org_wt,C_org_wt,C_inorg_wt,C_tot_wt,Ca_mumol_L,Mg_mumol_L,K_mumol_L,Na_mumol_L,Cl_mumol_L,Si_mumol_L,DIC_mumol_L,DOC_mumol_L,SO4_mumol_L,HCO3_mumol_L,T_water DegC,pH,Alk_mumol_L,Cond_muS_cm,SI(Cal),Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unit,Method,Rep_ID,filtersize_mum,sievesize_mumm,Discharge_m3_s_Minerals,TSS_mg_L,Sand_perc_Minerals,Silt_perc_Minerals,Clay_perc_Minerals,AvgGrainSize_mum_Minerals,Quartz,Albite,Plg,Anorthite,K-feldspar,Feldspar,Ampibole,Pyroxene,BasGlass,totalMafic,Olivine,Mica,Smectite,Illite,Kaolinite,Chlorite,Gibbsite,Vermiculite,BulkClay,Calcite,Dolomite,BulkCarbonate,Casulfate,Fesulfide,FeOxide,FeHydroxide,Lvf,Lvm,Lv,Lp,Lcd,Lcc,Lch,Ls,Lms,Lmb,Lmf,Lm,Lu,L,totHM,Opq,Ap,Ep,Grt,Ttn,Zirc,Tourm,Ru,TiOx,Px,Amp,Ol,Sp,Mon,Ala,Cltd,Staur,And,Ky,Sil,trHM,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81
FRA-LOR-111114-NEG20,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,168.0,20.8,133,,,,252,,,,137,,,,,,,,99,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,168.0,20.8,,,,,54.9,,6.6,,11.9,,2.5,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,168.0,20.8,,,,,13,,13,,13,,,,,,,,,13,11,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG21,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,137.0,20.3,94,,,,186,,,,91,,,,,,,,122,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,137.0,20.3,,,,,47.3,,6.0,,12.2,,2.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,137.0,20.3,,,,,12,,15,,14,,,,,,,,,10,7,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG22,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,96.0,10.5,37,,,,57,,,,28,,,,,,,,109,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,96.0,10.5,,,,,54.0,,2.8,,7.3,,1.7,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,96.0,10.5,,,,,13,,30,,23,,,,,,,,,9,8,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG23,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,152.0,4.8,103,,,,201,,,,78,,,,,,,,108,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,152.0,4.8,,,,,50.6,,6.0,,8.3,,2.1,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,152.0,4.8,,,,,20,,15,,20,,,,,,,,,5,8,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG24,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,251.0,40.1,177,,,,222,,,,193,,,,,,,,135,,,,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,251.0,40.1,,,,,56.7,,7.0,,4.8,,2.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,251.0,40.1,,,,,13,,33,,20,,,,,,,,,11,9,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG25,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,174.0,5.3,86,,,,99,,,,59,,,,,,,,141,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,174.0,5.3,,,,,55.1,,7.0,,4.2,,2.5,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,174.0,5.3,,,,,19,,15,,20,,,,,,,,,18,18,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG26,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,165.0,3.3,29,,,,37,,,,22,,,,,,,,135,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,165.0,3.3,,,,,52.6,,3.1,,4.1,,2.3,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,165.0,3.3,,,,,17,,18,,17,,,,,,,,,19,15,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG27,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,760.0,57.4,198,,,,198,,,,197,,,,,,,,103,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,760.0,57.4,,,,,51.8,,7.1,,3.3,,2.4,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,760.0,57.4,,,,,15,,27,,26,,,,,,,,,13,13,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG28,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,935.0,82.2,223,,,,218,,,,221,,,,,,,,125,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,935.0,82.2,,,,,55.8,,7.7,,3.2,,2.7,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,935.0,82.2,,,,,21,,19,,33,,,,,,,,,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG29,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,920.0,55.4,227,,,,241,,,,228,,,,,,,,121,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,920.0,55.4,,,,,55.6,,7.8,,3.1,,2.8,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,920.0,55.4,,,,,15,,26,,22,,,,,,,,,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG3,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,272.0,20.7,131,,,,236,,,,146,,,,,,,,94,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,272.0,20.7,,,,,59.3,,5.7,,6.2,,2.4,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,272.0,20.7,,,,,27,,15,,17,,,,,,,,,12,13,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG30,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,965.0,65.1,216,,,,209,,,,218,,,,,,,,102,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,965.0,65.1,,,,,55.6,,7.6,,3.3,,2.6,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,965.0,65.1,,,,,22,,17,,22,,,,,,,,,16,16,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG31,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,935.0,48,222,,,,199,,,,207,,,,,,,,115,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,935.0,48.0,,,,,56.0,,7.7,,2.9,,2.7,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,935.0,48.0,,,,,28,,14,,25,,,,,,,,,14,13,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG32,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,1040.0,52.9,218,,,,204,,,,217,,,,,,,,114,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,1040.0,52.9,,,,,56.2,,7.5,,3.1,,2.7,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,1040.0,52.9,,,,,24,,18,,24,,,,,,,,,15,11,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG33,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,1050.0,60.4,225,,,,222,,,,211,,,,,,,,100,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,1050.0,60.4,,,,,59.9,,8.0,,2.8,,3.0,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,1050.0,60.4,,,,,25,,25,,24,,,,,,,,,9,11,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG34,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,830.0,34.4,225,,,,248,,,,197,,,,,,,,109,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,830.0,34.4,,,,,58.3,,8.4,,3.4,,3.0,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,830.0,34.4,,,,,22,,21,,24,,,,,,,,,13,13,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG35,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,620.0,25.1,202,,,,227,,,,167,,,,,,,,117,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,620.0,25.1,,,,,54.6,,8.5,,3.1,,3.0,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,620.0,25.1,,,,,20,,20,,21,,,,,,,,,16,17,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG36,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,560.0,22.3,203,,,,228,,,,171,,,,,,,,101,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,560.0,22.3,,,,,54.8,,8.1,,3.4,,2.6,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,560.0,22.3,,,,,28,,19,,19,,,,,,,,,13,14,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG37,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,525.0,25.1,217,,,,216,,,,182,,,,,,,,101,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,525.0,25.1,,,,,54.0,,8.3,,2.6,,2.6,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,525.0,25.1,,,,,20,,22,,24,,,,,,,,,12,14,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG38,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,605.0,26.3,211,,,,273,,,,188,,,,,,,,88,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,605.0,26.3,,,,,54.0,,8.0,,2.6,,2.7,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,605.0,26.3,,,,,14,,23,,20,,,,,,,,,20,16,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG39,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,500.0,24.4,188,,,,242,,,,172,,,,,,,,99,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,500.0,24.4,,,,,53.0,,7.8,,3.3,,2.7,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,500.0,24.4,,,,,17,,31,,17,,,,,,,,,17,12,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG4,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,197.0,26.4,110,,,,180,,,,112,,,,,,,,73,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,197.0,26.4,,,,,64.8,,5.6,,8.9,,2.3,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,197.0,26.4,,,,,18,,11,,9,,,,,,,,,7,8,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG40,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,460.0,24,210,,,,206,,,,173,,,,,,,,102,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,460.0,24.0,,,,,54.6,,8.0,,2.5,,2.6,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,460.0,24.0,,,,,24,,18,,18,,,,,,,,,12,19,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG41,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,450.0,31.6,207,,,,195,,,,189,,,,,,,,115,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,450.0,31.6,,,,,52.3,,7.4,,2.7,,2.5,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,450.0,31.6,,,,,25,,16,,20,,,,,,,,,18,13,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG42,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,860.0,100.1,191,,,,188,,,,227,,,,,,,,90,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,860.0,100.1,,,,,56.7,,6.8,,3.0,,2.4,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,860.0,100.1,,,,,28,,21,,22,,,,,,,,,11,12,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG43,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,700.0,34,257,,,,199,,,,220,,,,,,,,114,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,700.0,34.0,,,,,56.1,,8.6,,2.1,,2.5,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,700.0,34.0,,,,,24,,21,,21,,,,,,,,,13,14,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG44,FRA-LOR-111114,3010.0,single,2.0,SS,0.22,,,XRF,735.0,58.8,250,,,,184,,,,221,,,,,,,,104,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,2.0,0.22,,735.0,58.8,,,,,56.6,,8.5,,1.9,,2.4,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,2.0,0.22,,735.0,58.8,,,,,33,,18,,19,,,,,,,,,8,15,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG45,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,510.0,13.2,220,,,,198,,,,193,,,,,,,,175,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,510.0,13.2,,,,,54.0,,8.7,,2.6,,2.3,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,510.0,13.2,,,,,27,,21,,23,,,,,,,,,12,10,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG46,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,515.0,25.9,218,,,,214,,,,177,,,,,,,,128,,,,,,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,515.0,25.9,,,,,54.2,,9.2,,2.2,,2.4,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,515.0,25.9,,,,,19,,23,,30,,,,,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG47,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,341.0,11.6,102,,,,104,,,,75,,,,,,,,128,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,341.0,11.6,,,,,53.4,,7.3,,3.1,,2.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,341.0,11.6,,,,,18,,25,,27,,,,,,,,,10,13,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG48,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,433.0,16.3,154,,,,153,,,,131,,,,,,,,90,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,433.0,16.3,,,,,58.0,,7.7,,2.0,,2.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,433.0,16.3,,,,,30,,20,,,,,,,,,,,10,10,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG49,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,341.0,18.1,155,,,,151,,,,127,,,,,,,,95,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,341.0,18.1,,,,,58.7,,7.6,,2.1,,2.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,341.0,18.1,,,,,40,,,,20,,,,,,,,,20,15,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG5,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,128.0,17.8,70,,,,269,,,,89,,,,,,,,55,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,128.0,17.8,,,,,51.0,,3.9,,> 17,,1.8,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,128.0,17.8,,,,,6,,4,,3,,,,,,,,,4,3,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG50,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,272.0,21.3,89,,,,307,,,,121,,,,,,,,44,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,272.0,21.3,,,,,61.6,,4.3,,> 17,,1.2,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,272.0,21.3,,,,,10,,,,10,,,,,,,,,10,10,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG51,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,197.0,22.5,74,,,,259,,,,76,,,,,,,,47,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,197.0,22.5,,,,,54.9,,3.7,,15.4,,1.3,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,197.0,22.5,,,,,10,,,,15,,,,,,,,,10,5,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG52,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,128.0,44.7,53,,,,326,,,,55,,,,,,,,54,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,128.0,44.7,,,,,56.9,,2.6,,> 17,,1.3,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,128.0,44.7,,,,,5,,10,,5,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG53,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,122.0,34.3,164,,,,327,,,,187,,,,,,,,135,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,122.0,34.3,,,,,50.1,,6.7,,8.9,,2.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,122.0,34.3,,,,,20,,5,,15,,,,,,,,,5,5,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG54,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,101.0,84.2,203,,,,220,,,,210,,,,,,,,61,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,101.0,84.2,,,,,56.3,,8.0,,2.8,,2.6,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,101.0,84.2,,,,,10,,,,27,,,,,,,,,26,10,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-LOR-111114-NEG55,FRA-LOR-111114,3010.0,single,0.0,SS,0.22,,,XRF,91.0,21.3,153,,,,224,,,,194,,,,,,,,200,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autumn,wtOx,,XRF,0.0,0.22,,91.0,21.3,,,,,48.3,,7.8,,8.0,,2.5,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int_perc,XRD,0.0,0.22,,91.0,21.3,,,,,25,,,,20,,,,,,,,,5,10,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
